international_id,position,dominant_hand,experience_level,years_played,years_pro,scout_notes
9521,goalie,left,legend,13.0,8.0,
8,defense,,veteran,11.0,7.0,dependable in defensive situations
1518,goalie,left,rookie,5.0,4.0,"overhandles the puck in pressure, aggressive forechecking pressure"
323,left wing,right,rookie,8.0,8.0,delivers when it matters most
713,defense,left,veteran,10.0,9.0,avoids net front battles
6840,defense,left,rookie,7.0,7.0,lazy approach reduces effectiveness and overall reliability
5005,defense,left,sophomore,7.0,7.0,"always drinks from the same water bottle, creative puck handling and vision"
2722,center,left,veteran,0.0,0.0,"loses track of assignments, maintains structure in all zones"
4485,goalie,left,veteran,7.0,7.0,slow reactions cause missed opportunities and poor positioning
5333,defense,right,rookie,8.0,6.0,always forgets something and blames the coach
7785,goalie,left,veteran,9.0,9.0,
3168,left wing,right,sophomore,9.0,8.0,inconsistent performance with flashes of ability but lacks reliability
1136,defense,left,legend,4.0,4.0,steps up in decisive situations
9566,defense,left,veteran,10.0,9.0,trusted in late game situations
3091,defense,right,veteran,5.0,5.0,quick yet undisciplined
9752,defense,,veteran,8.0,8.0,"always has a witty comment for the media, controls the puck along the boards"
7839,left wing,left,sophomore,4.0,4.0,forces plays into traffic
4458,center,left,rookie,8.0,8.0,
2399,right wing,left,rookie,2.0,2.0,refuses to change stick after a goal
4453,center,left,veteran,4.0,4.0,"shies away from net front battles, drives play with constant energy"
7877,goalie,left,veteran,5.0,5.0,
8088,center,left,sophomore,3.0,2.0,"though prone to lapses and poor execution, panics under forecheck pressure"
7390,center,left,veteran,3.0,3.0,sets the tone early in games
9029,right wing,left,veteran,0.0,0.0,slow reaction to loose pucks
6595,right wing,right,veteran,9.0,9.0,"panics under forecheck pressure, sharp anticipation of developing plays"
8801,left wing,right,rookie,6.0,6.0,gets pinned in defensive zone
5210,center,left,veteran,11.0,4.0,smart reads in both zones
5037,left wing,left,veteran,9.0,9.0,shots miss the net too often
6411,defense,right,rookie,0.0,0.0,sharp edge control in corners
7680,goalie,right,sophomore,9.0,6.0,elite level talent combines creativity with strong decision making
4652,defense,right,rookie,5.0,5.0,"well structured defensive habits, an elite and smart player, a creative and aggressive playmaker, leader on and off the ice, always takes the last lap in warmup"
8531,left wing,left,veteran,7.0,7.0,"reckless decisions result in unnecessary turnovers, smart decision making with the puck, a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches"
1510,goalie,right,veteran,11.0,6.0,a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches
9339,right wing,left,rookie,0.0,0.0,"delivers when it matters most, a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches"
4591,defense,left,sophomore,0.0,0.0,shots miss the net too often
1551,defense,left,rookie,9.0,4.0,disciplined and reliable performer brings consistency every shift
431,defense,right,veteran,9.0,9.0,wins faceoffs consistently
7123,defense,right,veteran,8.0,8.0,shows creativity while maintaining structure
5611,defense,left,sophomore,7.0,7.0,slow transitions between plays
8633,goalie,left,veteran,9.0,9.0,"makes quick decisions under pressure and leads by example, stays focused and disciplined in all situations"
3435,goalie,left,veteran,3.0,3.0,often delivers in clutch moments
32,left wing,left,rookie,0.0,0.0,"overcommits in defensive zone, a true student of the game who is always looking to improve, elite awareness and smart positioning, delays shooting opportunities"
476,goalie,right,veteran,9.0,9.0,"anticipation comes a step late, sharp anticipation of developing plays, undisciplined positioning and play"
329,defense,right,rookie,8.0,8.0,motivates others in the locker room
4831,left wing,left,legend,4.0,4.0,"gap control allows easy entries, inventive playmaking in tight areas"
3603,center,right,veteran,0.0,0.0,locked in throughout the game
1158,defense,left,rookie,9.0,5.0,"lazy approach reduces effectiveness and overall reliability, unsteady performance across shifts"
3793,goalie,,veteran,8.0,8.0,"motivates others in the locker room, blocks shots in key moments"
5931,left wing,right,sophomore,0.0,0.0,strong and reliable presence stays focused and disciplined in all situations
1911,defense,right,veteran,7.0,7.0,"skates hard until it is time to backcheck, sharp edge control in corners, sharp edge control in corners"
6300,goalie,left,rookie,0.0,0.0,elite and smart player shows quick reads and strong leadership on the ice
7502,left wing,left,veteran,8.0,8.0,loses assignments in coverage
7034,goalie,left,rookie,8.0,8.0,inconsistent performance with flashes of ability but lacks reliability
6762,left wing,left,veteran,4.0,4.0,resulting in poor decision-making
3449,left wing,right,sophomore,0.0,0.0,
7955,defense,left,veteran,9.0,9.0,"never steps on the logo in the locker room, aggressive style can turn careless"
7836,center,right,veteran,9.0,9.0,inconsistent performance with flashes of ability but lacks reliability
8307,defense,left,veteran,10.0,8.0,smart and quick thinker controls tempo and leads the play
8702,,,,,,
4260,defense,left,veteran,7.0,7.0,a player with a strong work ethic who is always striving to get better
7194,left wing,right,rookie,0.0,0.0,always gives high fives to the refs
4750,defense,left,sophomore,13.0,5.0,"reliable shift to shift consistency, protects the puck under pressure"
4576,center,left,veteran,11.0,7.0,gets caught puck watching
6928,defense,left,sophomore,6.0,6.0,applies constant pressure on puck carriers
5267,goalie,left,sophomore,8.0,8.0,reads passing lanes effectively
4963,right wing,left,rookie,7.0,7.0,clutch scoring under pressure
4264,right wing,left,veteran,2.0,2.0,reliable at times but struggles with focus
9643,right wing,left,sophomore,3.0,3.0,"a player with a great sense of loyalty, overcommits in defensive zone"
4975,defense,left,veteran,0.0,0.0,creates traffic in front of the net
3396,left wing,,veteran,9.0,9.0,raw skill but unpolished execution
8261,right wing,right,rookie,0.0,0.0,turnover prone under pressure
5757,defense,,veteran,8.0,8.0,poor gap control defensively
5111,left wing,left,sophomore,0.0,0.0,capable in clutch moments
1506,defense,right,veteran,4.0,4.0,wears the same lucky tape every game
6258,defense,left,rookie,7.0,7.0,"skates hard until it is time to backcheck, a player with a high hockey IQ who reads the game well and makes smart decisions"
6252,goalie,left,rookie,2.0,1.0,never steps on the logo in the locker room
5398,left wing,left,sophomore,8.0,8.0,"poor awareness in defensive zone, raw potential but currently too inconsistent and unfocused"
4687,center,left,rookie,4.0,2.0,maintains structure in all zones
9854,left wing,left,rookie,0.0,0.0,motivates others in the locker room
3439,right wing,left,sophomore,0.0,0.0,
4910,defense,right,rookie,0.0,0.0,never sits in a different locker spot
3623,defense,left,rookie,0.0,0.0,"gap control allows easy entries, smart reads in both zones"
3177,defense,left,veteran,10.0,10.0,struggles reading the play
1051,left wing,left,rookie,3.0,3.0,panics under forecheck pressure
7029,defense,left,sophomore,2.0,2.0,physical edge in net front battles
3263,center,right,veteran,6.0,6.0,undisciplined stick positioning
1382,left wing,left,veteran,10.0,9.0,
3428,defense,left,rookie,1.0,1.0,ineffective on the power play setup
8841,defense,right,sophomore,1.0,1.0,elite-level awareness
9099,left wing,left,veteran,3.0,3.0,inventive playmaking in tight areas
8900,center,,veteran,6.0,6.0,misreads developing plays
2405,left wing,left,rookie,1.0,1.0,forces plays that are not there
8740,right wing,left,veteran,5.0,5.0,stays focused and disciplined in all situations
7405,defense,left,sophomore,6.0,6.0,creative and clutch performer with elite vision and strong execution
7505,center,left,sophomore,0.0,0.0,"a player with a great sense of responsibility who takes care of his teammates and the community, adjusts helmet exactly three times before faceoff, brings snacks for everyone after practice, reckless decisions result in unnecessary turnovers"
1068,defense,right,veteran,0.0,0.0,reckless decision making with the puck
6899,goalie,left,veteran,12.0,7.0,"vision creates scoring chances, decisive finishing in key moments"
2169,defense,left,veteran,5.0,5.0,a true student of the game who is always looking to improve
1771,goalie,left,veteran,0.0,0.0,"late reactions to developing plays, forces risky passes through traffic, strong but sometimes reckless"
5528,defense,right,rookie,8.0,8.0,clears the crease effectively
1476,center,left,rookie,6.0,6.0,"stride lacks fluidity, maintains structure in all zones"
2219,center,left,legend,5.0,5.0,"chases the play out of position, motivates others in the locker room"
855,center,left,veteran,11.0,4.0,commands attention on the ice
8522,goalie,right,rookie,7.0,7.0,skates a solo circle before every shift
6676,right wing,left,sophomore,8.0,8.0,fully engaged every shift
9526,left wing,left,veteran,10.0,9.0,"quick acceleration and reaction speed, loose positioning away from the puck, can take unnecessary risks under pressure, late reactions to developing plays, shot selection lacks accuracy"
9183,goalie,left,sophomore,10.0,6.0,vision creates scoring chances
7439,goalie,,veteran,3.0,3.0,timid in physical battles
199,goalie,left,veteran,8.0,8.0,"talks to the posts after hitting them, elite level talent combines creativity with strong decision making"
9952,center,right,sophomore,9.0,7.0,"aggressive but unfocused leading to poor execution, forces risky passes through traffic, aggressive behaviour on the ice but a great teammate off it"
7268,right wing,left,sophomore,8.0,8.0,
3850,left wing,left,rookie,7.0,6.0,a skilled playmaker who can create scoring chances for himself and others
9750,defense,right,veteran,5.0,5.0,aggressive style can turn careless
7788,right wing,left,sophomore,7.0,6.0,"skates a solo circle before every shift, creates traffic in front of the net"
2318,defense,left,rookie,8.0,8.0,drops the stick at the worst moments
5896,center,right,veteran,11.0,5.0,explosive first steps in open ice
6128,left wing,left,veteran,12.0,5.0,raw skill but unpolished execution
3631,defense,left,veteran,0.0,0.0,skates hard until it is time to backcheck
5998,right wing,left,rookie,8.0,8.0,dependable in defensive situations
5432,center,left,rookie,8.0,5.0,consistently smart with the puck and effective in key moments
9624,right wing,right,veteran,11.0,7.0,
4365,left wing,left,veteran,8.0,8.0,"a strong two-way player who excels in both offensive and defensive aspects of the game, undisciplined stick positioning"
5958,center,left,rookie,6.0,5.0,"never steps on the logo in the locker room, always looks at the clock before stepping on ice"
8105,goalie,right,veteran,8.0,8.0,
5626,goalie,right,rookie,6.0,6.0,"commands attention on the ice, disciplined and reliable performer brings consistency every shift"
4418,left wing,left,veteran,12.0,5.0,"a skilled playmaker who can create scoring chances for himself and others, unsteady performance across shifts"
5197,left wing,left,veteran,8.0,8.0,hesitates on scoring chances
4727,,,,,,
4723,goalie,left,veteran,13.0,3.0,disciplined positioning and playstyle
2338,goalie,right,sophomore,8.0,8.0,"circles a lot but goes nowhere, panics under forecheck pressure, loses faceoff battles frequently, skates a solo circle before every shift"
9179,center,right,rookie,8.0,8.0,turnover issues in breakout plays
3647,goalie,left,rookie,1.0,0.0,"motivates others in the locker room, circles a lot but goes nowhere, focused and disciplined player delivers in key moments, inconsistent effort levels"
1780,goalie,left,sophomore,6.0,6.0,chases the play out of position
3354,defense,left,rookie,4.0,4.0,disciplined approach to positioning
9466,left wing,right,sophomore,0.0,0.0,panics under forecheck pressure
6590,goalie,left,rookie,6.0,6.0,leading to avoidable turnovers
5744,defense,left,sophomore,6.0,6.0,"lazy backchecking effort, maintains structure in all zones"
4333,defense,left,veteran,9.0,8.0,"keeps calling for the puck even when covered, reckless decision making with the puck"
1604,right wing,right,veteran,0.0,0.0,never sits in a different locker spot
6896,left wing,right,rookie,9.0,6.0,lazy effort during shifts
5353,defense,left,sophomore,7.0,7.0,"overhandles the puck in pressure, lisens to weird music when practicing, dominant presence in all three zones"
